"","A","B","Appearance","Ethics","Intelligence","Kindness","Wealth","compatibility"
"318","Tigress","Hen",25.2988047808765,79.1666666666667,87.5,100,100,70.5878709793201
"319","Tigress","Lioness",100,83.3333333333333,83.3333333333333,100,100,92.9667184774857
"320","Tigress","Mare",50.199203187251,83.3333333333333,100,100,100,84.0046091518432
"321","Tigress","Pen",79.1666666666667,100,77.2727272727273,100,100,90.6387108520033
"322","Tigress","Ram",75.9615384615385,96.6666666666667,100,75.9615384615385,100,88.9800917922886
"323","Tigress","Rooster",79.1666666666667,50.9803921568627,100,100,100,83.4044276105641
"324","Tigress","Whale",79.1666666666667,90,83.3333333333333,100,100,90.0991563658571
"325","Whale","Boar",99.5098039215686,80,83.3333333333333,100,100,92.1202106283362
"326","Whale","Buck",75,83.3333333333333,100,100,100,91.028210151304
"327","Whale","Bull",87.5,90,90,100,100,93.3466237047292
"328","Whale","Cob",87.5,80,80,100,100,89.0507548980229
"329","Whale","Cow",67.5,83.3333333333333,60.7843137254902,100,100,80.6831432147353
"330","Whale","Doe",75,83.3333333333333,90,100,100,89.1301228983002
"331","Whale","Dog",67.5,90,100,100,100,90.5126450481775
"332","Whale","Drake",79.1666666666667,90,80.3921568627451,100,100,89.4539886162551
"333","Whale","Duck",87.5,80.3921568627451,83.3333333333333,75.4901960784314,100,84.9544647916895
"334","Whale","Gander",72.5,33.3333333333333,100,58.3333333333333,100,67.5813260675197
"335","Whale","Goose",79.1666666666667,96.6666666666667,80,100,100,90.6529242305997
"336","Whale","Hen",26.4705882352941,66.6666666666667,66.6666666666667,100,100,65.1802789631377
"337","Whale","Lioness",95.8333333333333,83.3333333333333,90,100,100,93.6085615277429
"338","Whale","Mare",50.9803921568627,83.3333333333333,90,100,100,82.5073972169732
"339","Whale","Pen",75,90,60.7843137254902,100,100,83.6794964488911
"340","Whale","Ram",75,80,90,79.1666666666667,100,84.3698396709548
"341","Whale","Rooster",75,41.1764705882353,80.3921568627451,100,100,75.680642870269
"342","Whale","Tigress",79.1666666666667,90,83.3333333333333,100,100,90.0991563658571
